part,trial,resp,rt,rtlog,prime,lang,mis
yykaakoo2,177,j,0.726705999928527,-0.319233284989988,a_unrel,vieras,labra
yykaakoo2,185,j,0.990631300024688,-0.009412862290341,a_unrel,vieras,labra
yykaakoo2,188,j,1.1898688999936,0.173843132981885,a_unrel,vieras,labra
L10,124,j,0.870007299992722,-0.139253676572478,der,vieras,labra
L10,91,j,0.687033499998506,-0.37537222521429,der,vieras,labra
L10,119,j,0.655388199957088,-0.422527547217178,der,vieras,labra
L11,20,j,0.539910400000736,-0.616352079115609,der,vieras,labra
L11,25,j,0.451970399999482,-0.794138588021065,der,vieras,labra
L11,31,j,0.598673599999529,-0.513038737564192,der,vieras,labra
L11,33,j,0.600227399998403,-0.51044669557101,der,vieras,labra
L11,35,j,0.534796600000846,-0.625868791289805,der,vieras,labra
L11,40,j,0.502499800000805,-0.688160037057334,der,vieras,labra
L11,42,j,0.564681300000302,-0.571493777779403,der,vieras,labra
L11,44,j,0.572702800000116,-0.55738837047237,der,vieras,labra
L11,47,j,0.607183100000839,-0.498924885961243,der,vieras,labra
L11,51,j,0.528974900000321,-0.636814296264046,der,vieras,labra
L11,53,j,0.586730999999418,-0.533188826540251,der,vieras,labra
L11,60,j,0.44787340000039,-0.803244675787871,der,vieras,labra
L11,75,j,0.385625400000208,-0.952888847045336,der,vieras,labra
L11,82,j,0.636680400000841,-0.451487476160266,der,vieras,labra
L11,163,j,0.474033500000587,-0.746477284677705,der,vieras,labra
L11,214,j,0.699471599999015,-0.357430086131107,der,vieras,labra
L12,109,j,0.701830599980894,-0.354063214644933,der,vieras,labra
L12,124,j,0.554826400009915,-0.589100006940494,der,vieras,labra
L12,91,j,0.515350500005297,-0.66290802727511,der,vieras,labra
L12,119,j,0.546341500012204,-0.604511040856692,der,vieras,labra
L13,20,j,0.813088800001424,-0.20691495030495,der,vieras,labra
L13,25,j,0.751560500008054,-0.285603567363442,der,vieras,labra
L13,31,j,0.625817499996629,-0.468696483937916,der,vieras,labra
L13,33,j,0.679694099992048,-0.38611243497905,der,vieras,labra
L13,35,j,0.646694099996239,-0.435881893818093,der,vieras,labra
L13,40,j,0.558970200014301,-0.581659116703671,der,vieras,labra
L13,42,j,0.590566599974409,-0.526672863973123,der,vieras,labra
L13,44,j,0.580775399983395,-0.543391171769057,der,vieras,labra
L13,47,j,0.63353679998545,-0.456437190954745,der,vieras,labra
L13,51,j,0.60427750000963,-0.503721749454196,der,vieras,labra
L13,53,j,0.80353340000147,-0.218736526527281,der,vieras,labra
L13,60,j,1.04780010000104,0.046692823431031,der,vieras,labra
L13,75,j,0.791952900006436,-0.233253358624947,der,vieras,labra
L13,82,j,0.640977699949872,-0.444760612136413,der,vieras,labra
L13,163,j,0.591437400027644,-0.525199433746533,der,vieras,labra
L13,214,j,0.600942500052042,-0.509256022814238,der,vieras,labra
L14,109,j,0.551620599999296,-0.594894787858779,der,vieras,labra
L14,124,j,0.576245000000199,-0.551222361498165,der,vieras,labra
L14,91,j,0.602229300002364,-0.507117009182275,der,vieras,labra
L14,119,j,0.534044599997287,-0.627275922915422,der,vieras,labra
L15,20,j,0.612378600053489,-0.490404560202566,der,vieras,labra
L15,25,j,0.546215899987146,-0.604740960173721,der,vieras,labra
L15,31,j,0.66592469997704,-0.406578677931399,der,vieras,labra
L15,33,j,0.81037009996362,-0.210264222133523,der,vieras,labra
L15,35,j,0.717903800075874,-0.331419702091695,der,vieras,labra
L15,40,j,0.580247099976987,-0.544301231725497,der,vieras,labra
L15,42,j,1.09433689992875,0.09014860899506,der,vieras,labra
L15,44,j,0.638684699893929,-0.448344373776002,der,vieras,labra
L15,47,j,0.668705599964596,-0.40241137555231,der,vieras,labra
L15,51,j,0.766193600022234,-0.266320399631923,der,vieras,labra
L15,53,j,0.63689099997282,-0.451156752694109,der,vieras,labra
L15,60,j,0.534213699982502,-0.626959332842346,der,vieras,labra
L15,75,j,0.668236800003797,-0.403112677238941,der,vieras,labra
L15,82,j,0.746732499916106,-0.292048257157367,der,vieras,labra
L15,163,j,0.631987300002947,-0.458885979969231,der,vieras,labra
L15,214,j,0.611005899962038,-0.492648663618148,der,vieras,labra
L16,109,j,0.639691999997012,-0.446768468471038,der,vieras,labra
L16,124,j,0.593513800005894,-0.52169481329727,der,vieras,labra
L16,91,j,0.45924290001858,-0.778176014955064,der,vieras,labra
L16,119,j,0.600610699970275,-0.509808308123277,der,vieras,labra
L17,20,j,0.670549900038168,-0.399657156899589,der,vieras,labra
L17,25,j,0.55277179996483,-0.592810020918112,der,vieras,labra
L17,31,j,0.553586900001392,-0.591336538250941,der,vieras,labra
L17,33,j,0.547720100032166,-0.601990888884355,der,vieras,labra
L17,35,j,0.540577400010079,-0.615117451396421,der,vieras,labra
L17,40,j,0.596435399958864,-0.516784341785208,der,vieras,labra
L17,42,j,0.513672199973371,-0.666169960214164,der,vieras,labra
L17,44,j,0.540274500031956,-0.615677935188957,der,vieras,labra
L17,47,j,0.753088199999183,-0.28357292656858,der,vieras,labra
L17,51,j,0.535469499998726,-0.624611346834554,der,vieras,labra
L17,53,j,0.509859999991022,-0.673619100770009,der,vieras,labra
L17,60,j,0.541914100002032,-0.612647777184017,der,vieras,labra
L17,75,j,0.504231900034938,-0.68471899761617,der,vieras,labra
L17,82,j,0.538858399959281,-0.618302451382537,der,vieras,labra
L17,163,j,0.630043799988925,-0.461965938221281,der,vieras,labra
L17,214,j,0.836931800004095,-0.178012693289047,der,vieras,labra
L18,109,j,0.863874500035308,-0.146327775317315,der,vieras,labra
L18,124,j,0.88193339999998,-0.125638736030489,der,vieras,labra
L18,91,j,1.07322740001837,0.070670370382414,der,vieras,labra
L18,119,j,0.842818300006911,-0.171003883943137,der,vieras,labra
L19,20,j,0.603233200032264,-0.505451423961741,der,vieras,labra
L19,25,j,0.574344900029246,-0.554525191982257,der,vieras,labra
L19,31,j,0.587288100039586,-0.532239778808465,der,vieras,labra
L19,33,j,0.776658200018574,-0.252754922413558,der,vieras,labra
L19,35,j,0.644338500045706,-0.439531069779229,der,vieras,labra
L19,40,j,0.58577740000328,-0.534815425047162,der,vieras,labra
L19,42,j,0.765179900045041,-0.267644309344623,der,vieras,labra
L19,44,j,0.57276940002339,-0.557272086509568,der,vieras,labra
L19,47,j,0.598610899993218,-0.513143474585958,der,vieras,labra
L19,51,j,0.983345700020436,-0.016794542103493,der,vieras,labra
L19,53,j,0.613662799994927,-0.488309687368698,der,vieras,labra
L19,60,j,0.646011799981352,-0.436937509141357,der,vieras,labra
L19,82,j,0.543097599991597,-0.610466233042251,der,vieras,labra
L19,163,j,0.59764069999801,-0.514765541729592,der,vieras,labra
L19,214,j,0.868438099976629,-0.141058968176459,der,vieras,labra
L20,109,j,0.784439699957147,-0.242785574062628,der,vieras,labra
L20,91,j,0.536847899900749,-0.622040465001701,der,vieras,labra
L20,119,j,0.667055699974298,-0.404881728345786,der,vieras,labra
L24,109,j,0.581514500081539,-0.542119371682476,der,vieras,labra
L24,124,j,0.635057899868116,-0.4540391033515,der,vieras,labra
L24,91,j,0.48515409999527,-0.72328870656175,der,vieras,labra
L24,119,j,0.551757900044322,-0.594645915788625,der,vieras,labra
L25,109,j,0.789770700037479,-0.236012628769774,der,vieras,labra
L25,124,j,0.928576900158077,-0.074102079693153,der,vieras,labra
L25,91,j,0.863614700036123,-0.146628558675188,der,vieras,labra
L25,119,j,0.627490499988198,-0.46602674755184,der,vieras,labra
L26,20,j,0.804067199816927,-0.21807243143409,der,vieras,labra
L26,25,j,0.544028399977833,-0.608753827647267,der,vieras,labra
L26,31,j,0.637583799893036,-0.450069559775851,der,vieras,labra
L26,33,j,0.51733860000968,-0.65905768652782,der,vieras,labra
L26,35,j,0.704055299982429,-0.350898374797667,der,vieras,labra
L26,40,j,0.641841700067744,-0.443413578799524,der,vieras,labra
L26,42,j,0.535389899974689,-0.624760012521544,der,vieras,labra
L26,44,j,0.543978399829939,-0.608845739109471,der,vieras,labra
L26,47,j,0.62762050004676,-0.465819594464944,der,vieras,labra
L26,51,j,0.531489299843088,-0.632072213400739,der,vieras,labra
L26,53,j,0.498418100178242,-0.696315995598818,der,vieras,labra
L26,60,j,0.694686400005594,-0.364294758262616,der,vieras,labra
L26,75,j,0.55852170009166,-0.582461806990159,der,vieras,labra
L26,82,j,0.591428000014275,-0.525215327377995,der,vieras,labra
L26,163,j,0.541604900034145,-0.613218510094598,der,vieras,labra
L26,214,j,0.589834999991581,-0.527912442226029,der,vieras,labra
L27,20,j,0.649798200000077,-0.431093425833958,der,vieras,labra
L27,25,j,0.5699829000514,-0.562148918513372,der,vieras,labra
L27,31,j,0.666582900099456,-0.405590765853584,der,vieras,labra
L27,33,j,0.533935299841687,-0.627480608707726,der,vieras,labra
L27,35,j,0.544185099890456,-0.608465832848958,der,vieras,labra
L27,40,j,0.590759299928322,-0.526346620460409,der,vieras,labra
L27,42,j,0.772718399995938,-0.25784059172622,der,vieras,labra
L27,44,j,0.954197800019756,-0.046884291478395,der,vieras,labra
L27,47,j,0.571305500110611,-0.559831185938338,der,vieras,labra
L27,51,j,0.71668710000813,-0.333115935295736,der,vieras,labra
L27,53,j,0.626262299949303,-0.467985986138328,der,vieras,labra
L27,60,j,0.704672800144181,-0.350021697174433,der,vieras,labra
L27,75,j,0.573816699907184,-0.555445271802647,der,vieras,labra
L27,82,j,0.601367399794981,-0.508549217088556,der,vieras,labra
L27,163,j,0.62196179991588,-0.474876603055169,der,vieras,labra
L27,214,j,0.582482300000265,-0.540456480269593,der,vieras,labra
L28,109,j,0.500197799876332,-0.692751659036233,der,vieras,labra
L28,124,j,0.538314300123602,-0.619312688426072,der,vieras,labra
L28,91,j,0.494144999887794,-0.704926282823312,der,vieras,labra
L28,119,j,0.483045000117272,-0.727645461724765,der,vieras,labra
L29,20,j,0.536297799999375,-0.623065675184452,der,vieras,labra
L29,31,j,0.67994440000075,-0.38574424885968,der,vieras,labra
L29,33,j,0.646570000000793,-0.436073811301656,der,vieras,labra
L29,35,j,0.656142800000453,-0.421376830800019,der,vieras,labra
L29,40,j,0.572120400000131,-0.55840582024143,der,vieras,labra
L29,42,j,0.537660099999812,-0.620528702867174,der,vieras,labra
L29,44,j,0.537652500000149,-0.620542838290981,der,vieras,labra
L29,47,j,0.650038399999175,-0.430723840915619,der,vieras,labra
L29,51,j,0.578928300000371,-0.546576643273479,der,vieras,labra
L29,53,j,0.586033700000371,-0.53437798252562,der,vieras,labra
L29,60,j,0.594393200000013,-0.520214225751676,der,vieras,labra
L29,75,j,0.646828000000824,-0.435674862171608,der,vieras,labra
L29,82,j,0.60593450000033,-0.500983384562551,der,vieras,labra
L29,163,j,0.611838999999236,-0.491286102975966,der,vieras,labra
L29,214,j,0.730723900000157,-0.313719592357812,der,vieras,labra
yykaakoo,6,j,0.930081600090489,-0.072482954651159,der,vieras,labra
yykaakoo,26,j,0.759896200033836,-0.274573433932355,der,vieras,labra
yykaakoo,32,j,0.736015800037421,-0.306503693041535,der,vieras,labra
yykaakoo,34,j,0.804206799948588,-0.217898829010583,der,vieras,labra
yykaakoo,36,j,0.825098900008015,-0.192252021034751,der,vieras,labra
yykaakoo,41,j,0.780271199997514,-0.248113727424957,der,vieras,labra
yykaakoo,215,j,0.770676999934949,-0.260485929727779,der,vieras,labra
yykaakoo,43,j,0.834353899932466,-0.181097626183734,der,vieras,labra
yykaakoo,45,j,1.04716770001687,0.046089090998128,der,vieras,labra
yykaakoo,48,j,0.882961299968883,-0.124473907233457,der,vieras,labra
yykaakoo,54,j,0.776597999967635,-0.252832437057916,der,vieras,labra
yykaakoo,61,j,0.883155100047588,-0.124254442560029,der,vieras,labra
yykaakoo,92,j,0.789786400040612,-0.235992749775678,der,vieras,labra
yykaakoo1,110,j,0.658875300083309,-0.417220988358858,der,vieras,labra
yykaakoo1,213,j,0.892745300079696,-0.113453957063923,der,vieras,labra
yykaakoo1,120,j,0.600140700000338,-0.510591151256255,der,vieras,labra
yykaakoo1,125,j,0.709621099987999,-0.34302411338375,der,vieras,labra
yykaakoo2,26,j,0.732157499995083,-0.311759624237555,der,vieras,labra
yykaakoo2,32,j,0.62910889997147,-0.463450905357169,der,vieras,labra
yykaakoo2,34,j,0.821676200022921,-0.196408878778792,der,vieras,labra
yykaakoo2,36,j,0.966716399998404,-0.033850104724887,der,vieras,labra
yykaakoo2,41,j,0.745236800052226,-0.294053258687861,der,vieras,labra
yykaakoo2,43,j,0.881460599950515,-0.126174974739261,der,vieras,labra
yykaakoo2,45,j,1.13351249997504,0.125321218672652,der,vieras,labra
yykaakoo2,48,j,0.629275900078937,-0.463185485577081,der,vieras,labra
yykaakoo2,52,j,0.992641599965282,-0.007385606606978,der,vieras,labra
yykaakoo2,54,j,0.606107299914584,-0.500698246021228,der,vieras,labra
yykaakoo2,76,j,1.12724820000585,0.119779441516584,der,vieras,labra
yykaakoo2,92,j,0.632730199955404,-0.457711172096444,der,vieras,labra
L10,165,j,0.900912800047081,-0.104346807359208,inf,vieras,labra
L10,203,j,0.740451000048779,-0.300495818903576,inf,vieras,labra
L10,173,j,0.737431399989873,-0.304582212057392,inf,vieras,labra
L10,184,j,0.717428200005088,-0.332082406034985,inf,vieras,labra
L10,192,j,0.753947700024582,-0.282432276742554,inf,vieras,labra
L10,212,j,1.0134711000137,0.013381171470007,inf,vieras,labra
L10,187,j,0.748758899979293,-0.289338243173314,inf,vieras,labra
L10,171,j,0.72538869996788,-0.321047629911299,inf,vieras,labra
L10,169,j,0.716784299991559,-0.33298032047485,inf,vieras,labra
L11,129,j,0.501274000000194,-0.690602421207944,inf,vieras,labra
L11,135,j,0.553400000000693,-0.591674211628059,inf,vieras,labra
L11,137,j,0.656382600000143,-0.421011428344024,inf,vieras,labra
L11,146,j,0.465558699999747,-0.764517089248915,inf,vieras,labra
L11,154,j,0.459912300000724,-0.776719459847771,inf,vieras,labra
L11,159,j,0.416323299999931,-0.876293157094651,inf,vieras,labra
L11,156,j,0.680604099999982,-0.384774492837117,inf,vieras,labra
L11,162,j,0.474118800000724,-0.746297355777322,inf,vieras,labra
L11,131,j,0.704421899999943,-0.350377812553852,inf,vieras,labra
L11,133,j,0.64078309999968,-0.445064256859664,inf,vieras,labra
L12,165,j,0.676269999996293,-0.391162874402887,inf,vieras,labra
L12,203,j,0.49465169996256,-0.703901400521025,inf,vieras,labra
L12,173,j,0.672217100043781,-0.397173925092082,inf,vieras,labra
L12,176,j,0.558930700004566,-0.581729784881415,inf,vieras,labra
L12,184,j,0.688972600037232,-0.372553776484588,inf,vieras,labra
L12,192,j,0.672960099996999,-0.39606923787503,inf,vieras,labra
L12,187,j,0.577176300052088,-0.549607513126232,inf,vieras,labra
L12,171,j,0.550183100043796,-0.597504146987045,inf,vieras,labra
L12,169,j,0.503058500005864,-0.687048813446437,inf,vieras,labra
L13,129,j,1.04464630002622,0.043678359248826,inf,vieras,labra
L13,137,j,0.815161800011992,-0.204368657823199,inf,vieras,labra
L13,146,j,0.603108000010252,-0.505658993797633,inf,vieras,labra
L13,154,j,0.682625999965239,-0.381808153628652,inf,vieras,labra
L13,159,j,0.728612700011581,-0.316612963854699,inf,vieras,labra
L13,156,j,0.841981300036423,-0.171997473969304,inf,vieras,labra
L13,162,j,0.656520200020168,-0.42080181645116,inf,vieras,labra
L13,131,j,0.664773099997547,-0.408309499560482,inf,vieras,labra
L13,133,j,0.657331899972633,-0.41956621305906,inf,vieras,labra
L14,165,j,0.600264700002299,-0.510384554380896,inf,vieras,labra
L14,203,j,0.544144200001028,-0.608540993720674,inf,vieras,labra
L14,173,j,0.657698799997888,-0.419008203219771,inf,vieras,labra
L14,176,j,0.567900300000474,-0.565809403836037,inf,vieras,labra
L14,184,j,0.671041599998716,-0.39892414691473,inf,vieras,labra
L14,192,j,0.618749799999932,-0.480054288331722,inf,vieras,labra
L14,212,j,0.620150300001114,-0.477793410965189,inf,vieras,labra
L14,187,j,0.646405700001196,-0.436327953742973,inf,vieras,labra
L14,171,j,0.695299800001521,-0.363412159520639,inf,vieras,labra
L14,169,j,0.608490299997356,-0.496774307524083,inf,vieras,labra
L15,129,j,0.6164240000071,-0.483820240526633,inf,vieras,labra
L15,135,j,0.637796199996956,-0.449736482409259,inf,vieras,labra
L15,137,j,0.739430200075731,-0.301875389283769,inf,vieras,labra
L15,146,j,0.629535499960184,-0.462773033187599,inf,vieras,labra
L15,159,j,0.72752810001839,-0.318102655227602,inf,vieras,labra
L15,156,j,0.708740099915303,-0.344266392411204,inf,vieras,labra
L15,162,j,0.680675900075585,-0.384669003774374,inf,vieras,labra
L15,131,j,0.79724880005233,-0.2265884782015,inf,vieras,labra
L16,165,j,0.78388190001715,-0.243496907711959,inf,vieras,labra
L16,203,j,0.614136999996845,-0.487537248693436,inf,vieras,labra
L16,173,j,0.57972979999613,-0.54519314606476,inf,vieras,labra
L16,176,j,0.476722099992912,-0.740821557466457,inf,vieras,labra
L16,184,j,0.526679500006139,-0.641163074825843,inf,vieras,labra
L16,192,j,0.652612600009888,-0.426771587608309,inf,vieras,labra
L16,212,j,0.560916999995243,-0.578182334502742,inf,vieras,labra
L16,187,j,0.57777850003913,-0.548564701681894,inf,vieras,labra
L16,171,j,0.57037540001329,-0.561460538418507,inf,vieras,labra
L16,169,j,0.634602100006305,-0.45475709065745,inf,vieras,labra
L17,129,j,0.860697500000242,-0.15001217194317,inf,vieras,labra
L17,135,j,0.539394700026605,-0.617307694007752,inf,vieras,labra
L17,137,j,0.531502300000284,-0.63204775383361,inf,vieras,labra
L17,146,j,0.745540599978995,-0.293645686194518,inf,vieras,labra
L17,154,j,0.669700500031468,-0.400924681416467,inf,vieras,labra
L17,159,j,1.18786950001959,0.17216136643831,inf,vieras,labra
L17,156,j,0.589761900017038,-0.528036382827494,inf,vieras,labra
L17,131,j,0.628363199997693,-0.464636935744973,inf,vieras,labra
L17,133,j,0.56143569998676,-0.577258026077317,inf,vieras,labra
L18,165,j,0.662556099996436,-0.411650045466941,inf,vieras,labra
L18,203,j,0.90125320001971,-0.103969039743279,inf,vieras,labra
L18,173,j,0.634212200006004,-0.455371680219642,inf,vieras,labra
L18,176,j,0.632113800034858,-0.458685837698444,inf,vieras,labra
L18,184,j,0.884058900002856,-0.123231589601598,inf,vieras,labra
L18,192,j,0.925159100035671,-0.077789556221459,inf,vieras,labra
L18,212,j,1.03965940000489,0.038893159518148,inf,vieras,labra
L18,187,j,0.743632099998649,-0.296208855698301,inf,vieras,labra
L18,171,j,0.540732100023888,-0.614831316825589,inf,vieras,labra
L18,169,j,0.871518300031312,-0.137518415927764,inf,vieras,labra
L19,135,j,0.662074799998663,-0.412376738493587,inf,vieras,labra
L19,146,j,0.576821199967526,-0.550222939235498,inf,vieras,labra
L19,154,j,0.649213000026066,-0.431994418856324,inf,vieras,labra
L19,156,j,0.602871499955654,-0.506051206198651,inf,vieras,labra
L19,162,j,0.714028000016697,-0.336833101701809,inf,vieras,labra
L19,131,j,0.555194600019604,-0.588436596026316,inf,vieras,labra
L19,133,j,0.629233999992721,-0.463252072397303,inf,vieras,labra
L20,203,j,0.602182899951004,-0.507194059300805,inf,vieras,labra
L20,173,j,0.563500999938697,-0.573586170989778,inf,vieras,labra
L20,176,j,0.630651700077578,-0.461001549698064,inf,vieras,labra
L20,184,j,0.620549599989317,-0.477149742013507,inf,vieras,labra
L20,192,j,0.665366500033997,-0.407417262270798,inf,vieras,labra
L20,187,j,0.54631430003792,-0.604560827759921,inf,vieras,labra
L20,171,j,0.777809599996544,-0.251273514836602,inf,vieras,labra
L20,169,j,0.762321499991231,-0.271386896278027,inf,vieras,labra
L24,165,j,0.556294800015166,-0.586456909391699,inf,vieras,labra
L24,203,j,0.523871399927884,-0.646509044766462,inf,vieras,labra
L24,173,j,0.491616500075907,-0.710056337826041,inf,vieras,labra
L24,176,j,0.564258500002325,-0.572242799149264,inf,vieras,labra
L24,184,j,0.581881200196221,-0.541488975460901,inf,vieras,labra
L24,192,j,0.632970799924806,-0.45733098756262,inf,vieras,labra
L24,212,j,0.686528000049293,-0.376108267935373,inf,vieras,labra
L24,187,j,0.536436700029299,-0.622806710770244,inf,vieras,labra
L24,171,j,0.598793799988925,-0.512837980550179,inf,vieras,labra
L24,169,j,0.616082699969411,-0.484374071262675,inf,vieras,labra
L25,165,j,0.795519500039518,-0.228759918570078,inf,vieras,labra
L25,203,j,0.836582799907774,-0.178429779702752,inf,vieras,labra
L25,173,j,0.655241400003433,-0.422751561621054,inf,vieras,labra
L25,176,j,0.705403199885041,-0.348985724920215,inf,vieras,labra
L25,184,j,1.19805209990591,0.180696987817677,inf,vieras,labra
L25,192,j,0.71327509987168,-0.337888098660631,inf,vieras,labra
L25,212,j,1.01823899988085,0.018074664522995,inf,vieras,labra
L25,187,j,0.880190999945626,-0.127616349668072,inf,vieras,labra
L25,171,j,0.587490299949422,-0.531895543824515,inf,vieras,labra
L25,169,j,0.786100799916312,-0.240670250607175,inf,vieras,labra
L26,135,j,0.629952500108629,-0.462110859091999,inf,vieras,labra
L26,137,j,0.513797000050545,-0.665927033072825,inf,vieras,labra
L26,146,j,0.581142400158569,-0.542759457223787,inf,vieras,labra
L26,154,j,0.592463500099257,-0.523466011078412,inf,vieras,labra
L26,159,j,0.727714900160208,-0.317845928147903,inf,vieras,labra
L26,156,j,0.525415500160307,-0.64356590052843,inf,vieras,labra
L26,162,j,0.526901999954134,-0.640740706074473,inf,vieras,labra
L26,131,j,0.443051500013098,-0.814069262842603,inf,vieras,labra
L26,133,j,0.492890000110492,-0.70746925334333,inf,vieras,labra
L27,129,j,0.581745700212196,-0.541721867953486,inf,vieras,labra
L27,135,j,0.562566899927333,-0.575245218771407,inf,vieras,labra
L27,137,j,0.970056999940425,-0.030400446385995,inf,vieras,labra
L27,146,j,0.618648500181735,-0.480218018665615,inf,vieras,labra
L27,154,j,0.521446499973536,-0.651148598541122,inf,vieras,labra
L27,159,j,1.12767540011555,0.12015834580832,inf,vieras,labra
L27,156,j,0.641108099836856,-0.444557193788818,inf,vieras,labra
L27,162,j,0.822308800183237,-0.195639285149337,inf,vieras,labra
L27,131,j,0.56298749987036,-0.574497853805876,inf,vieras,labra
L27,133,j,0.631904999958351,-0.459016212655537,inf,vieras,labra
L28,165,j,0.434517599875107,-0.833518829055365,inf,vieras,labra
L28,203,j,0.47996550006792,-0.734041052521822,inf,vieras,labra
L28,173,j,0.537238200195134,-0.621313707041554,inf,vieras,labra
L28,176,j,0.500954800052568,-0.691239401423244,inf,vieras,labra
L28,184,j,0.544509900035337,-0.607869154891331,inf,vieras,labra
L28,192,j,1.10297370003536,0.0980098959575,inf,vieras,labra
L28,212,j,0.570130700012669,-0.561889646170531,inf,vieras,labra
L28,187,j,0.493956600083038,-0.70530761973653,inf,vieras,labra
L28,171,j,0.536205800017342,-0.623237236347057,inf,vieras,labra
L28,169,j,0.454650799976662,-0.788225627267802,inf,vieras,labra
L29,129,j,0.56386669999938,-0.572937402937384,inf,vieras,labra
L29,135,j,0.572702100000242,-0.557389592747348,inf,vieras,labra
L29,146,j,0.439731099999335,-0.821591875254925,inf,vieras,labra
L29,154,j,0.68794650000018,-0.374044205700031,inf,vieras,labra
L29,159,j,0.583984599999894,-0.537880666364796,inf,vieras,labra
L29,156,j,0.594586300000628,-0.519889409382155,inf,vieras,labra
L29,162,j,0.591094700000212,-0.525779037525606,inf,vieras,labra
L29,131,j,0.668725500000619,-0.402381616956111,inf,vieras,labra
L29,133,j,0.790928099999292,-0.234548212944793,inf,vieras,labra
yykaakoo,130,j,0.753114999970421,-0.283537340438845,inf,vieras,labra
yykaakoo,132,j,0.761068599997088,-0.273031780640404,inf,vieras,labra
yykaakoo,134,j,0.792659500031732,-0.232361531611461,inf,vieras,labra
yykaakoo,136,j,0.758414299925789,-0.276525472831706,inf,vieras,labra
yykaakoo,138,j,0.795839600032195,-0.22835762094036,inf,vieras,labra
yykaakoo,147,j,0.739779100054875,-0.301403650787285,inf,vieras,labra
yykaakoo,155,j,1.0710548000643,0.068643957350173,inf,vieras,labra
yykaakoo,157,j,0.735125999897718,-0.307713366029206,inf,vieras,labra
yykaakoo,160,j,0.71200709999539,-0.339667395716243,inf,vieras,labra
yykaakoo,163,j,0.833002100000158,-0.182719115809879,inf,vieras,labra
yykaakoo,164,j,1.02336670004297,0.023097878304618,inf,vieras,labra
yykaakoo1,164,j,0.697299899999052,-0.360539688166839,inf,vieras,labra
yykaakoo1,166,j,0.750551000004634,-0.286947675514393,inf,vieras,labra
yykaakoo1,203,j,0.773141999961808,-0.257292547444235,inf,vieras,labra
yykaakoo1,170,j,1.00289790006354,0.00289370924558,inf,vieras,labra
yykaakoo1,174,j,0.787230100017041,-0.239234697164836,inf,vieras,labra
yykaakoo1,177,j,0.687182700028643,-0.375155083208949,inf,vieras,labra
yykaakoo1,185,j,0.76095919997897,-0.27317553625158,inf,vieras,labra
yykaakoo1,188,j,0.654766499996185,-0.423476595459478,inf,vieras,labra
yykaakoo1,193,j,0.875225999974646,-0.133273140289218,inf,vieras,labra
yykaakoo2,130,j,0.796157700009644,-0.227957997170051,inf,vieras,labra
yykaakoo2,134,j,0.847522599971853,-0.165437773449625,inf,vieras,labra
yykaakoo2,138,j,1.0945583001012,0.090350902986296,inf,vieras,labra
yykaakoo2,157,j,0.669417300028726,-0.401347646456512,inf,vieras,labra
yykaakoo2,160,j,0.95189060003031,-0.049305166728662,inf,vieras,labra
yykaakoo2,164,j,0.781962300068699,-0.245948749229767,inf,vieras,labra
